ID,Tipo,Nombre,Destino,País,Región,Categoría,Estrellas,Precio_neto_EUR,Precio_unidad,Comisión_%,Proveedor,Accesible_PMR,Notas,Contacto,Temporada_alta,Min_noches,Capacidad_max_pax,Tags
259,Hotel,Finca San José,San José,CR,América,budget,3,54,por noche,10,Hilton,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@sanjosé.com,Julio-Agosto,3,2,"budget,américa,hotel"
260,Hotel,Eco Lodge San José,San José,CR,América,budget,3,52,por noche,15,Hilton,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@sanjosé.com,Julio-Agosto,1,6,"budget,américa,hotel"
261,Hotel,Riad San José,San José,CR,América,boutique,4,237,por noche,18,Hilton,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@sanjosé.com,Julio-Agosto,3,6,"boutique,américa,hotel"
262,Hotel,Ryokan Montevideo,Montevideo,UY,América,standard,4,112,por noche,18,Four Seasons,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@montevid.com,Julio-Agosto,3,2,"standard,américa,hotel"
263,Hotel,Finca Montevideo,Montevideo,UY,América,budget,3,81,por noche,20,Hilton,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@montevid.com,Julio-Agosto,2,2,"budget,américa,hotel"
264,Hotel,Lodge Asunción,Asunción,PY,América,standard,4,127,por noche,10,Booking Partner,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@asunción.com,Julio-Agosto,2,6,"standard,américa,hotel"
265,Hotel,Hacienda Asunción,Asunción,PY,América,standard,4,117,por noche,10,Mandarin Oriental,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@asunción.com,Julio-Agosto,2,6,"standard,américa,hotel"
266,Hotel,Hotel 3 Estrellas Toronto,Toronto,CA,América,budget,3,65,por noche,20,NH Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@toronto.com,Julio-Agosto,1,6,"budget,américa,hotel"
267,Hotel,Hotel 3 Estrellas Vancouver,Vancouver,CA,América,budget,3,103,por noche,15,NH Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@vancouve.com,Julio-Agosto,1,6,"budget,américa,hotel"
268,Hotel,Eco Lodge Vancouver,Vancouver,CA,América,budget,3,68,por noche,10,Four Seasons,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@vancouve.com,Julio-Agosto,3,2,"budget,américa,hotel"
269,Hotel,Ryokan Vancouver,Vancouver,CA,América,standard,4,157,por noche,15,Contrato directo,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@vancouve.com,Julio-Agosto,2,6,"standard,américa,hotel"
270,Hotel,Riad Montreal,Montreal,CA,América,boutique,4,246,por noche,18,Barceló Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@montreal.com,Julio-Agosto,2,2,"boutique,américa,hotel"
271,Hotel,Finca Montreal,Montreal,CA,América,budget,3,81,por noche,10,Four Seasons,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@montreal.com,Julio-Agosto,2,6,"budget,américa,hotel"
272,Hotel,Eco Lodge Montreal,Montreal,CA,América,budget,3,67,por noche,12,Marriott,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@montreal.com,Julio-Agosto,1,4,"budget,américa,hotel"
273,Hotel,Hotel 5 Estrellas Tokio,Tokio,JP,Asia,luxury,5,235,por noche,20,Mandarin Oriental,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@tokio.com,Julio-Agosto,1,2,"luxury,asia,hotel"
274,Hotel,Hacienda Tokio,Tokio,JP,Asia,standard,4,90,por noche,15,Preferred Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@tokio.com,Julio-Agosto,1,2,"standard,asia,hotel"
275,Hotel,Riad Tokio,Tokio,JP,Asia,boutique,4,206,por noche,20,Small Luxury Hotels,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@tokio.com,Julio-Agosto,2,2,"boutique,asia,hotel"
276,Hotel,Hacienda Kioto,Kioto,JP,Asia,standard,4,118,por noche,15,Meliá Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@kioto.com,Julio-Agosto,2,6,"standard,asia,hotel"
277,Hotel,Massería Kioto,Kioto,JP,Asia,boutique,4,203,por noche,18,Relais & Châteaux,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@kioto.com,Julio-Agosto,1,4,"boutique,asia,hotel"
278,Hotel,Parador Kioto,Kioto,JP,Asia,standard,4,129,por noche,12,Booking Partner,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@kioto.com,Julio-Agosto,3,6,"standard,asia,hotel"
279,Hotel,Resort & Spa Osaka,Osaka,JP,Asia,luxury,5,219,por noche,18,Mandarin Oriental,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@osaka.com,Julio-Agosto,2,6,"luxury,asia,hotel"
280,Hotel,Ryokan Osaka,Osaka,JP,Asia,standard,4,121,por noche,18,Hyatt,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@osaka.com,Julio-Agosto,3,4,"standard,asia,hotel"
281,Hotel,Hotel 4 Estrellas Osaka,Osaka,JP,Asia,standard,4,121,por noche,20,Contrato directo,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@osaka.com,Julio-Agosto,3,2,"standard,asia,hotel"
282,Hotel,Finca Osaka,Osaka,JP,Asia,budget,3,60,por noche,12,Design Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@osaka.com,Julio-Agosto,1,2,"budget,asia,hotel"
283,Hotel,Hotel Boutique Hiroshima,Hiroshima,JP,Asia,boutique,4,212,por noche,10,Mandarin Oriental,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@hiroshim.com,Julio-Agosto,3,6,"boutique,asia,hotel"
284,Hotel,Massería Hiroshima,Hiroshima,JP,Asia,boutique,4,207,por noche,20,Four Seasons,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@hiroshim.com,Julio-Agosto,1,2,"boutique,asia,hotel"
285,Hotel,Eco Lodge Hokkaido,Hokkaido,JP,Asia,budget,3,76,por noche,18,Relais & Châteaux,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@hokkaido.com,Julio-Agosto,1,2,"budget,asia,hotel"
286,Hotel,Eco Lodge Hokkaido,Hokkaido,JP,Asia,budget,3,71,por noche,20,Meliá Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@hokkaido.com,Julio-Agosto,2,4,"budget,asia,hotel"
287,Hotel,Hotel 5 Estrellas Hokkaido,Hokkaido,JP,Asia,luxury,5,315,por noche,12,Small Luxury Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@hokkaido.com,Julio-Agosto,2,6,"luxury,asia,hotel"
288,Hotel,Ryokan Okinawa,Okinawa,JP,Asia,standard,4,111,por noche,18,Four Seasons,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@okinawa.com,Julio-Agosto,1,6,"standard,asia,hotel"
289,Hotel,Riad Pekín,Pekín,CN,Asia,boutique,4,120,por noche,15,Mandarin Oriental,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@pekín.com,Julio-Agosto,3,2,"boutique,asia,hotel"
290,Hotel,Hotel 3 Estrellas Shanghái,Shanghái,CN,Asia,budget,3,42,por noche,15,Preferred Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@shanghái.com,Julio-Agosto,3,6,"budget,asia,hotel"
291,Hotel,Hotel Boutique Shanghái,Shanghái,CN,Asia,boutique,4,170,por noche,20,Barceló Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@shanghái.com,Julio-Agosto,2,2,"boutique,asia,hotel"
292,Hotel,Hotel 4 Estrellas Guilin,Guilin,CN,Asia,standard,4,110,por noche,20,Marriott,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@guilin.com,Julio-Agosto,3,2,"standard,asia,hotel"
293,Hotel,Hacienda Guilin,Guilin,CN,Asia,standard,4,105,por noche,10,Hilton,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@guilin.com,Julio-Agosto,1,4,"standard,asia,hotel"
294,Hotel,Villa Guilin,Guilin,CN,Asia,luxury,5,326,por noche,15,Relais & Châteaux,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@guilin.com,Julio-Agosto,2,2,"luxury,asia,hotel"
295,Hotel,Eco Lodge Xi'an,Xi'an,CN,Asia,budget,3,75,por noche,20,Contrato directo,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@xi'an.com,Julio-Agosto,1,6,"budget,asia,hotel"
296,Hotel,Resort & Spa Xi'an,Xi'an,CN,Asia,luxury,5,260,por noche,12,Hilton,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@xi'an.com,Julio-Agosto,3,2,"luxury,asia,hotel"
297,Hotel,Riad Xi'an,Xi'an,CN,Asia,boutique,4,171,por noche,10,Booking Partner,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@xi'an.com,Julio-Agosto,2,4,"boutique,asia,hotel"
298,Hotel,Hotel 5 Estrellas Chengdu,Chengdu,CN,Asia,luxury,5,210,por noche,18,Four Seasons,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@chengdu.com,Julio-Agosto,3,4,"luxury,asia,hotel"
299,Hotel,Hotel 5 Estrellas Chengdu,Chengdu,CN,Asia,luxury,5,164,por noche,10,Mandarin Oriental,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@chengdu.com,Julio-Agosto,2,4,"luxury,asia,hotel"
300,Hotel,Hotel Boutique Chengdu,Chengdu,CN,Asia,boutique,4,191,por noche,10,Small Luxury Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@chengdu.com,Julio-Agosto,1,6,"boutique,asia,hotel"
301,Hotel,Ryokan Hong Kong,Hong Kong,HK,Asia,standard,4,82,por noche,15,Meliá Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@hongkong.com,Julio-Agosto,1,2,"standard,asia,hotel"
302,Hotel,Hotel 4 Estrellas Hong Kong,Hong Kong,HK,Asia,standard,4,113,por noche,18,Relais & Châteaux,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@hongkong.com,Julio-Agosto,2,4,"standard,asia,hotel"
303,Hotel,Riad Seúl,Seúl,KR,Asia,boutique,4,231,por noche,18,Hotelbeds,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@seúl.com,Julio-Agosto,2,2,"boutique,asia,hotel"
304,Hotel,Posada Seúl,Seúl,KR,Asia,budget,3,56,por noche,18,Marriott,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@seúl.com,Julio-Agosto,3,6,"budget,asia,hotel"
305,Hotel,Resort & Spa Busan,Busan,KR,Asia,luxury,5,292,por noche,15,Barceló Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@busan.com,Julio-Agosto,2,4,"luxury,asia,hotel"
306,Hotel,Riad Busan,Busan,KR,Asia,boutique,4,227,por noche,18,Meliá Hotels,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@busan.com,Julio-Agosto,2,2,"boutique,asia,hotel"
307,Hotel,Villa Jeju,Jeju,KR,Asia,luxury,5,231,por noche,18,Small Luxury Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@jeju.com,Julio-Agosto,2,4,"luxury,asia,hotel"
308,Hotel,Finca Jeju,Jeju,KR,Asia,budget,3,45,por noche,15,NH Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@jeju.com,Julio-Agosto,3,2,"budget,asia,hotel"
309,Hotel,Hacienda Bangkok,Bangkok,TH,Asia,standard,4,116,por noche,18,Mandarin Oriental,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bangkok.com,Julio-Agosto,3,6,"standard,asia,hotel"
310,Hotel,Massería Bangkok,Bangkok,TH,Asia,boutique,4,220,por noche,15,Small Luxury Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@bangkok.com,Julio-Agosto,3,6,"boutique,asia,hotel"
311,Hotel,Massería Bangkok,Bangkok,TH,Asia,boutique,4,125,por noche,15,Barceló Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@bangkok.com,Julio-Agosto,3,2,"boutique,asia,hotel"
312,Hotel,Villa Bangkok,Bangkok,TH,Asia,luxury,5,326,por noche,10,Hotelbeds,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@bangkok.com,Julio-Agosto,1,6,"luxury,asia,hotel"
313,Hotel,Lodge Chiang Mai,Chiang Mai,TH,Asia,standard,4,118,por noche,20,Small Luxury Hotels,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@chiangma.com,Julio-Agosto,1,4,"standard,asia,hotel"
314,Hotel,Hotel Boutique Chiang Mai,Chiang Mai,TH,Asia,boutique,4,124,por noche,10,Hotelbeds,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@chiangma.com,Julio-Agosto,1,4,"boutique,asia,hotel"
315,Hotel,Parador Phuket,Phuket,TH,Asia,standard,4,124,por noche,15,Hyatt,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@phuket.com,Julio-Agosto,2,6,"standard,asia,hotel"
316,Hotel,Riad Phuket,Phuket,TH,Asia,boutique,4,171,por noche,10,Relais & Châteaux,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@phuket.com,Julio-Agosto,1,2,"boutique,asia,hotel"
317,Hotel,Finca Phuket,Phuket,TH,Asia,budget,3,78,por noche,12,Four Seasons,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@phuket.com,Julio-Agosto,3,2,"budget,asia,hotel"
318,Hotel,Eco Lodge Krabi,Krabi,TH,Asia,budget,3,60,por noche,12,Barceló Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@krabi.com,Julio-Agosto,3,4,"budget,asia,hotel"
319,Hotel,Posada Krabi,Krabi,TH,Asia,budget,3,62,por noche,20,Hilton,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@krabi.com,Julio-Agosto,1,6,"budget,asia,hotel"
320,Hotel,Hotel 3 Estrellas Krabi,Krabi,TH,Asia,budget,3,69,por noche,10,Relais & Châteaux,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@krabi.com,Julio-Agosto,1,4,"budget,asia,hotel"
321,Hotel,Hotel 3 Estrellas Koh Samui,Koh Samui,TH,Asia,budget,3,74,por noche,18,Four Seasons,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@kohsamui.com,Julio-Agosto,2,6,"budget,asia,hotel"
322,Hotel,Posada Koh Samui,Koh Samui,TH,Asia,budget,3,57,por noche,15,Design Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@kohsamui.com,Julio-Agosto,3,2,"budget,asia,hotel"
323,Hotel,Finca Koh Samui,Koh Samui,TH,Asia,budget,3,42,por noche,12,Marriott,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@kohsamui.com,Julio-Agosto,1,4,"budget,asia,hotel"
324,Hotel,Hotel 4 Estrellas Singapur,Singapur,SG,Asia,standard,4,123,por noche,18,Mandarin Oriental,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@singapur.com,Julio-Agosto,3,4,"standard,asia,hotel"
325,Hotel,Hotel 4 Estrellas Bali,Bali,ID,Asia,standard,4,87,por noche,12,Hyatt,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bali.com,Julio-Agosto,1,2,"standard,asia,hotel"
326,Hotel,Parador Bali,Bali,ID,Asia,standard,4,73,por noche,10,Hyatt,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bali.com,Julio-Agosto,1,4,"standard,asia,hotel"
327,Hotel,Eco Lodge Bali,Bali,ID,Asia,budget,3,75,por noche,18,Hilton,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@bali.com,Julio-Agosto,2,4,"budget,asia,hotel"
328,Hotel,Hotel 4 Estrellas Bali,Bali,ID,Asia,standard,4,71,por noche,12,Meliá Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bali.com,Julio-Agosto,2,2,"standard,asia,hotel"
329,Hotel,Hotel 4 Estrellas Lombok,Lombok,ID,Asia,standard,4,122,por noche,20,Hotelbeds,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@lombok.com,Julio-Agosto,1,4,"standard,asia,hotel"
330,Hotel,Hacienda Lombok,Lombok,ID,Asia,standard,4,72,por noche,18,Four Seasons,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@lombok.com,Julio-Agosto,2,2,"standard,asia,hotel"
331,Hotel,Riad Lombok,Lombok,ID,Asia,boutique,4,167,por noche,15,Marriott,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@lombok.com,Julio-Agosto,2,2,"boutique,asia,hotel"
332,Hotel,Hotel 3 Estrellas Komodo,Komodo,ID,Asia,budget,3,61,por noche,12,Mandarin Oriental,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@komodo.com,Julio-Agosto,1,2,"budget,asia,hotel"
333,Hotel,Hacienda Komodo,Komodo,ID,Asia,standard,4,105,por noche,15,Mandarin Oriental,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@komodo.com,Julio-Agosto,1,4,"standard,asia,hotel"
334,Hotel,Resort & Spa Raja Ampat,Raja Ampat,ID,Asia,luxury,5,269,por noche,18,Preferred Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@rajaampa.com,Julio-Agosto,2,6,"luxury,asia,hotel"
335,Hotel,Hotel 4 Estrellas Raja Ampat,Raja Ampat,ID,Asia,standard,4,83,por noche,15,Design Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rajaampa.com,Julio-Agosto,3,4,"standard,asia,hotel"
336,Hotel,Lodge Raja Ampat,Raja Ampat,ID,Asia,standard,4,136,por noche,18,Hilton,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rajaampa.com,Julio-Agosto,1,6,"standard,asia,hotel"
337,Hotel,Posada Kuala Lumpur,Kuala Lumpur,MY,Asia,budget,3,63,por noche,18,Marriott,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@kualalum.com,Julio-Agosto,1,6,"budget,asia,hotel"
338,Hotel,Riad Penang,Penang,MY,Asia,boutique,4,179,por noche,20,Hilton,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@penang.com,Julio-Agosto,2,2,"boutique,asia,hotel"
339,Hotel,Resort & Spa Hanói,Hanói,VN,Asia,luxury,5,293,por noche,20,Barceló Hotels,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@hanói.com,Julio-Agosto,2,4,"luxury,asia,hotel"
340,Hotel,Massería Hanói,Hanói,VN,Asia,boutique,4,111,por noche,18,Booking Partner,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@hanói.com,Julio-Agosto,1,4,"boutique,asia,hotel"
341,Hotel,Lodge Hanói,Hanói,VN,Asia,standard,4,89,por noche,12,Preferred Hotels,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@hanói.com,Julio-Agosto,2,2,"standard,asia,hotel"
342,Hotel,Finca Hanói,Hanói,VN,Asia,budget,3,52,por noche,10,Marriott,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@hanói.com,Julio-Agosto,3,2,"budget,asia,hotel"
343,Hotel,Posada Ho Chi Minh,Ho Chi Minh,VN,Asia,budget,3,73,por noche,10,Small Luxury Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@hochimin.com,Julio-Agosto,1,2,"budget,asia,hotel"
344,Hotel,Hotel 5 Estrellas Hoi An,Hoi An,VN,Asia,luxury,5,210,por noche,18,Booking Partner,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@hoian.com,Julio-Agosto,3,4,"luxury,asia,hotel"
345,Hotel,Finca Hoi An,Hoi An,VN,Asia,budget,3,64,por noche,10,NH Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@hoian.com,Julio-Agosto,1,6,"budget,asia,hotel"
346,Hotel,Hacienda Hoi An,Hoi An,VN,Asia,standard,4,102,por noche,15,Barceló Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@hoian.com,Julio-Agosto,1,6,"standard,asia,hotel"
347,Hotel,Ryokan Hoi An,Hoi An,VN,Asia,standard,4,125,por noche,10,Mandarin Oriental,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@hoian.com,Julio-Agosto,1,4,"standard,asia,hotel"
348,Hotel,Riad Ha Long Bay,Ha Long Bay,VN,Asia,boutique,4,238,por noche,20,Contrato directo,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@halongba.com,Julio-Agosto,1,2,"boutique,asia,hotel"
349,Hotel,Massería Ha Long Bay,Ha Long Bay,VN,Asia,boutique,4,132,por noche,18,Marriott,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@halongba.com,Julio-Agosto,2,2,"boutique,asia,hotel"
350,Hotel,Hotel 3 Estrellas Ha Long Bay,Ha Long Bay,VN,Asia,budget,3,68,por noche,20,Mandarin Oriental,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@halongba.com,Julio-Agosto,3,4,"budget,asia,hotel"
351,Hotel,Finca Angkor Wat,Angkor Wat,KH,Asia,budget,3,71,por noche,20,NH Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@angkorwa.com,Julio-Agosto,2,4,"budget,asia,hotel"
352,Hotel,Hacienda Luang Prabang,Luang Prabang,LA,Asia,standard,4,110,por noche,12,Hyatt,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@luangpra.com,Julio-Agosto,3,2,"standard,asia,hotel"
353,Hotel,Parador Rangún,Rangún,MM,Asia,standard,4,110,por noche,18,Marriott,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rangún.com,Julio-Agosto,3,2,"standard,asia,hotel"
354,Hotel,Hacienda Bagan,Bagan,MM,Asia,standard,4,132,por noche,10,Meliá Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bagan.com,Julio-Agosto,1,2,"standard,asia,hotel"
355,Hotel,Hacienda Bagan,Bagan,MM,Asia,standard,4,99,por noche,20,Relais & Châteaux,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bagan.com,Julio-Agosto,2,6,"standard,asia,hotel"
356,Hotel,Posada Bagan,Bagan,MM,Asia,budget,3,71,por noche,12,Meliá Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@bagan.com,Julio-Agosto,2,2,"budget,asia,hotel"
357,Hotel,Eco Lodge Bagan,Bagan,MM,Asia,budget,3,55,por noche,18,Mandarin Oriental,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@bagan.com,Julio-Agosto,3,6,"budget,asia,hotel"
358,Hotel,Resort & Spa Katmandú,Katmandú,NP,Asia,luxury,5,343,por noche,10,Preferred Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@katmandú.com,Julio-Agosto,1,4,"luxury,asia,hotel"
359,Hotel,Resort & Spa Nueva Delhi,Nueva Delhi,IN,Asia,luxury,5,229,por noche,12,Small Luxury Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@nuevadel.com,Julio-Agosto,1,4,"luxury,asia,hotel"
360,Hotel,Eco Lodge Rajastán,Rajastán,IN,Asia,budget,3,58,por noche,12,Small Luxury Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@rajastán.com,Julio-Agosto,3,2,"budget,asia,hotel"
361,Hotel,Hacienda Rajastán,Rajastán,IN,Asia,standard,4,114,por noche,20,Hotelbeds,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rajastán.com,Julio-Agosto,3,6,"standard,asia,hotel"
362,Hotel,Ryokan Rajastán,Rajastán,IN,Asia,standard,4,117,por noche,15,Booking Partner,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rajastán.com,Julio-Agosto,3,2,"standard,asia,hotel"
363,Hotel,Hotel 4 Estrellas Goa,Goa,IN,Asia,standard,4,130,por noche,10,NH Hotels,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@goa.com,Julio-Agosto,3,2,"standard,asia,hotel"
364,Hotel,Hotel Boutique Goa,Goa,IN,Asia,boutique,4,155,por noche,15,Hilton,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@goa.com,Julio-Agosto,1,2,"boutique,asia,hotel"
365,Hotel,Eco Lodge Goa,Goa,IN,Asia,budget,3,51,por noche,18,Preferred Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@goa.com,Julio-Agosto,2,4,"budget,asia,hotel"
366,Hotel,Villa Kerala,Kerala,IN,Asia,luxury,5,314,por noche,10,Barceló Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@kerala.com,Julio-Agosto,3,2,"luxury,asia,hotel"
367,Hotel,Hotel 5 Estrellas Mumbai,Mumbai,IN,Asia,luxury,5,355,por noche,10,Four Seasons,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@mumbai.com,Julio-Agosto,1,4,"luxury,asia,hotel"
368,Hotel,Hotel 3 Estrellas Mumbai,Mumbai,IN,Asia,budget,3,78,por noche,20,NH Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@mumbai.com,Julio-Agosto,2,6,"budget,asia,hotel"
369,Hotel,Lodge Mumbai,Mumbai,IN,Asia,standard,4,94,por noche,10,Preferred Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@mumbai.com,Julio-Agosto,1,2,"standard,asia,hotel"
370,Hotel,Eco Lodge Mumbai,Mumbai,IN,Asia,budget,3,38,por noche,18,Design Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@mumbai.com,Julio-Agosto,3,4,"budget,asia,hotel"
371,Hotel,Hotel 3 Estrellas Colombo,Colombo,LK,Asia,budget,3,41,por noche,12,Small Luxury Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@colombo.com,Julio-Agosto,1,2,"budget,asia,hotel"
372,Hotel,Massería Maldivas,Maldivas,MV,Asia,boutique,4,191,por noche,10,Mandarin Oriental,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@maldivas.com,Julio-Agosto,3,2,"boutique,asia,hotel"
373,Hotel,Ryokan Maldivas,Maldivas,MV,Asia,standard,4,132,por noche,10,Hilton,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@maldivas.com,Julio-Agosto,1,2,"standard,asia,hotel"
374,Hotel,Resort & Spa Dubai,Dubai,AE,Asia,luxury,5,290,por noche,18,Meliá Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@dubai.com,Julio-Agosto,1,2,"luxury,asia,hotel"
375,Hotel,Hotel 4 Estrellas Dubai,Dubai,AE,Asia,standard,4,79,por noche,18,Hyatt,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@dubai.com,Julio-Agosto,2,2,"standard,asia,hotel"
376,Hotel,Eco Lodge Dubai,Dubai,AE,Asia,budget,3,54,por noche,18,Meliá Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@dubai.com,Julio-Agosto,1,2,"budget,asia,hotel"
